district,state,latitude,longitude,soil_type,soil_n,soil_p,soil_k,soil_ph,soil_moisture,humidity,avg_temperature,seasonal_rainfall,climate_season,previous_crop,crop_name,crop_duration_days,crop_water_requirement,yield_tonnes_per_hectare,risk_score
Hisar,Haryana,29.7096,76.6869,Alluvial,48,14,47,7.9,27,92,27,1362,Kharif,Fallow,Brinjal,145,Medium,34.73,0.448
Salem,Tamil Nadu,11.7761,80.0099,Alluvial,27,47,61,6.7,20,50,23,419,Rabi,Groundnut,Maize,95,Medium,6.99,0.325
Rohtak,Haryana,28.9602,75.8598,Alluvial,72,40,17,7.1,20,45,16,291,Rabi,Potato,Onion,141,Medium,23.25,0.381
Surat,Gujarat,24.456,69.8551,Alluvial,74,51,63,7.5,32,82,26,1630,Kharif,Tomato,Maize,104,Medium,7.75,0.426
Cuttack,Odisha,20.182,83.8444,Red,24,29,59,6.5,20,47,18,229,Rabi,Fallow,Maize,85,Medium,4.38,0.378
Allahabad,Uttar Pradesh,26.744,77.4447,Black,55,10,58,7.8,20,54,27,374,Zaid,Chilli,Rice,139,High,4.41,0.268
Vadodara,Gujarat,22.0432,73.1867,Clay,45,46,33,7.3,38,70,34,1598,Kharif,Sugarcane,Chilli,120,Medium,2.32,0.374
Amritsar,Punjab,29.9946,74.4354,Red,55,25,26,6.0,20,78,23,1160,Kharif,Cauliflower,Mustard,101,Low,1.96,0.294
Ajmer,Rajasthan,27.295,74.9629,Loamy,37,11,26,7.2,20,51,17,373,Rabi,Cauliflower,Wheat,131,Medium,2.77,0.281
Allahabad,Uttar Pradesh,25.6788,79.6571,Sandy,24,43,38,8.8,22,93,28,1431,Kharif,Rice,Cabbage,106,High,13.1,0.42
Varanasi,Uttar Pradesh,24.4222,81.0034,Alluvial,20,56,15,7.8,20,34,35,136,Zaid,Onion,Brinjal,138,Medium,20.15,0.512
Meerut,Uttar Pradesh,24.4431,80.536,Black,34,23,57,7.1,20,49,20,384,Rabi,Cabbage,Sugarcane,327,Very High,72.27,0.448
Bengaluru,Karnataka,12.5949,78.2433,Black,25,21,42,7.2,20,56,28,484,Rabi,Rice,Maize,86,Medium,4.7,0.311
Lucknow,Uttar Pradesh,27.8919,81.3523,Black,65,50,34,8.0,32,83,33,1358,Kharif,Cauliflower,Chilli,133,Medium,2.92,0.415
Pune,Maharashtra,21.0363,78.0248,Alluvial,48,16,54,7.0,20,53,38,214,Zaid,Cotton,Sugarcane,349,Very High,51.6,0.532
Ludhiana,Punjab,31.1791,76.2672,Loamy,25,59,47,6.2,26,90,23,1324,Kharif,Groundnut,Sugarcane,358,Very High,79.64,0.26
Nashik,Maharashtra,17.507,78.9367,Sandy,58,46,51,8.5,20,55,19,394,Rabi,Groundnut,Cabbage,95,High,13.58,0.339
Durgapur,West Bengal,23.5294,86.202,Sandy,51,16,60,8.7,20,38,39,187,Zaid,Onion,Mustard,106,Low,0.5,0.603
Warangal,Telangana,17.0526,79.8303,Alluvial,46,45,48,7.3,25,78,34,1297,Kharif,Chilli,Wheat,141,Medium,2.96,0.336
Kota,Rajasthan,26.9304,74.6431,Loamy,43,18,30,6.0,20,57,34,385,Zaid,Maize,Cauliflower,105,High,16.62,0.704
Bhopal,Madhya Pradesh,21.498,79.0827,Clay,29,55,36,7.3,20,34,35,303,Zaid,Soybean,Chilli,149,Medium,1.22,0.636
Muzaffarpur,Bihar,25.7364,85.2223,Black,31,27,32,7.3,20,59,14,217,Rabi,Potato,Maize,98,Medium,3.33,0.403
Vadodara,Gujarat,24.4123,73.4958,Black,20,55,49,7.3,21,71,29,893,Kharif,Groundnut,Rice,125,High,6.92,0.163
Guntur,Andhra Pradesh,13.4621,79.6636,Alluvial,63,20,17,7.7,20,47,39,179,Zaid,Soybean,Onion,142,Medium,11.36,0.659
Karimnagar,Telangana,17.4635,80.8507,Sandy,66,30,27,8.9,29,84,37,1854,Kharif,Groundnut,Wheat,176,Medium,1.98,0.367
Surat,Gujarat,22.4424,70.7894,Clay,64,49,69,7.0,24,72,26,1012,Kharif,Onion,Potato,81,Medium,50.91,0.221
Faridabad,Haryana,30.4458,77.0207,Black,64,29,16,7.7,21,79,26,914,Kharif,Mustard,Rice,113,High,4.63,0.268
Gurugram,Haryana,28.2368,76.1737,Alluvial,42,60,19,7.1,20,55,30,358,Zaid,Chilli,Soybean,103,Medium,2.51,0.325
Gurugram,Haryana,29.5241,77.2168,Black,30,50,22,7.8,26,93,26,1121,Kharif,Potato,Soybean,112,Medium,4.56,0.325
Muzaffarpur,Bihar,26.2116,87.0739,Alluvial,22,60,30,6.7,29,70,26,1460,Kharif,Cauliflower,Chilli,135,Medium,2.88,0.529
Gurugram,Haryana,28.6119,76.0248,Sandy,54,20,64,8.0,20,62,19,465,Rabi,Maize,Cauliflower,109,High,18.91,0.494
Gaya,Bihar,25.2748,83.8149,Black,62,17,61,7.9,20,61,18,358,Rabi,Mustard,Rice,110,High,5.07,0.356
Aurangabad,Maharashtra,19.002,73.8638,Black,28,57,19,7.1,47,77,33,1967,Kharif,Cauliflower,Soybean,96,Medium,3.37,0.582
Gaya,Bihar,25.0682,87.3606,Clay,74,15,55,7.2,30,72,23,1291,Kharif,Rice,Potato,116,Medium,28.48,0.257
Guntur,Andhra Pradesh,13.6152,77.9661,Alluvial,36,58,17,6.6,36,79,30,1836,Kharif,Maize,Mustard,134,Low,1.07,0.441
Patna,Bihar,24.6784,87.7967,Sandy,63,44,43,8.8,20,59,32,235,Zaid,Groundnut,Tomato,111,Medium,24.09,0.651
Visakhapatnam,Andhra Pradesh,13.5813,77.6792,Red,60,11,64,6.0,20,90,29,1245,Kharif,Wheat,Onion,134,Medium,27.3,0.505
Rourkela,Odisha,21.4555,84.7213,Alluvial,64,27,49,6.6,20,85,35,813,Kharif,Brinjal,Cabbage,93,High,25.73,0.393
Lucknow,Uttar Pradesh,27.6102,82.9033,Sandy,75,52,23,7.7,20,90,23,946,Kharif,Brinjal,Groundnut,94,Low,2.19,0.414
Visakhapatnam,Andhra Pradesh,16.2385,78.1548,Mountain,37,36,68,6.0,20,54,25,324,Rabi,Cotton,Rice,114,High,6.0,0.341
Chennai,Tamil Nadu,12.1737,80.2254,Alluvial,31,26,39,7.3,20,49,24,432,Rabi,Onion,Mustard,135,Low,1.65,0.217
Patiala,Punjab,31.6764,75.0045,Red,27,43,32,5.5,20,44,28,288,Zaid,Soybean,Mustard,132,Low,1.11,0.151
Rajkot,Gujarat,21.5653,72.3655,Sandy,44,27,25,8.8,20,68,18,424,Rabi,Rice,Cabbage,88,High,18.97,0.435
Gurugram,Haryana,28.1591,76.3274,Red,58,59,63,5.9,20,90,22,860,Kharif,Wheat,Chilli,143,Medium,2.49,0.274
Udaipur,Rajasthan,28.083,74.2525,Black,37,24,53,8.4,39,88,30,1627,Kharif,Maize,Sugarcane,333,Very High,81.71,0.326
Nizamabad,Telangana,18.5741,79.1222,Sandy,30,14,18,7.9,24,93,34,1504,Kharif,Cabbage,Brinjal,139,Medium,23.46,0.281
Gurugram,Haryana,28.2364,76.9536,Alluvial,42,39,59,7.8,20,48,28,368,Zaid,Wheat,Onion,121,Medium,17.83,0.208
Sambalpur,Odisha,22.26,83.7275,Alluvial,79,31,62,7.2,20,46,32,184,Zaid,Cauliflower,Onion,142,Medium,13.68,0.48
Coimbatore,Tamil Nadu,11.0145,77.3132,Alluvial,78,26,29,6.7,38,70,27,1942,Kharif,Cauliflower,Brinjal,140,Medium,38.75,0.384
Aurangabad,Maharashtra,17.1705,73.6453,Alluvial,70,15,34,6.7,20,35,43,339,Zaid,Potato,Mustard,107,Low,1.27,0.277
Mumbai,Maharashtra,16.2218,75.1759,Red,54,28,28,6.3,30,79,37,1930,Kharif,Chilli,Soybean,114,Medium,1.85,0.377
Gwalior,Madhya Pradesh,22.1198,79.391,Black,78,13,20,7.4,20,31,36,241,Zaid,Soybean,Rice,90,High,4.76,0.384
Jodhpur,Rajasthan,27.7109,71.6734,Sandy,55,32,20,8.4,24,79,29,1556,Kharif,Groundnut,Onion,144,Medium,11.7,0.458
Karnal,Haryana,29.8791,76.0901,Alluvial,49,42,54,7.4,20,54,16,430,Rabi,Groundnut,Mustard,126,Low,2.31,0.213
Warangal,Telangana,17.0314,77.5766,Clay,72,24,18,6.4,20,60,35,160,Zaid,Brinjal,Potato,104,Medium,13.82,0.715
Kochi,Kerala,9.3443,74.7347,Mountain,26,37,49,6.7,32,73,27,1608,Kharif,Chilli,Soybean,95,Medium,3.39,0.485
Rajkot,Gujarat,23.7665,70.175,Laterite,47,47,29,5.0,20,58,32,393,Zaid,Mustard,Groundnut,90,Low,2.16,0.312
Surat,Gujarat,21.6375,74.0076,Black,23,60,55,8.0,20,40,35,133,Zaid,Tomato,Wheat,126,Medium,3.38,0.376
Udaipur,Rajasthan,26.716,77.2646,Mountain,80,40,66,6.8,20,54,18,258,Rabi,Cabbage,Rice,99,High,5.72,0.46
Mumbai,Maharashtra,19.2065,74.4312,Sandy,23,44,59,8.1,28,78,36,1764,Kharif,Groundnut,Tomato,91,Medium,17.6,0.787
Agra,Uttar Pradesh,27.2474,83.9689,Sandy,39,26,50,8.7,20,33,27,303,Zaid,Sugarcane,Cotton,153,Low,1.45,0.691
Ahmedabad,Gujarat,21.7811,69.9585,Loamy,29,33,64,7.0,22,85,28,1122,Kharif,Chilli,Cotton,155,Low,3.43,0.579
Durgapur,West Bengal,23.5687,86.4733,Black,31,15,60,7.0,20,43,39,245,Zaid,Cabbage,Groundnut,112,Low,2.19,0.48
Kolkata,West Bengal,23.5095,88.56,Sandy,38,51,27,8.6,20,82,33,880,Kharif,Sugarcane,Groundnut,111,Low,1.18,0.417
Bhavnagar,Gujarat,22.5959,68.8172,Black,52,11,22,8.1,20,60,38,192,Zaid,Cotton,Soybean,90,Medium,1.68,0.571
Darbhanga,Bihar,24.6196,86.1891,Alluvial,60,44,34,7.3,20,47,22,476,Rabi,Wheat,Cotton,201,Low,1.67,0.41
Bengaluru,Karnataka,13.6163,74.8559,Black,49,25,70,7.3,46,73,34,1927,Kharif,Tomato,Rice,131,High,7.77,0.294
Guntur,Andhra Pradesh,15.3167,83.3936,Red,65,54,53,6.0,23,74,30,1471,Kharif,Soybean,Maize,95,Medium,6.59,0.21
Sambalpur,Odisha,17.6681,84.6867,Alluvial,48,41,30,7.7,20,92,38,825,Kharif,Sugarcane,Groundnut,120,Low,1.87,0.324
Nashik,Maharashtra,18.3954,78.2031,Alluvial,46,13,30,7.2,20,79,39,1007,Kharif,Groundnut,Cabbage,83,High,24.02,0.414
Bhubaneswar,Odisha,20.47,87.3172,Sandy,50,17,17,8.8,22,77,34,1395,Kharif,Potato,Tomato,106,Medium,17.85,0.537
Siliguri,West Bengal,22.4969,87.1393,Alluvial,76,56,23,7.8,20,68,22,257,Rabi,Potato,Sugarcane,352,Very High,50.31,0.393
Ajmer,Rajasthan,28.892,76.4408,Alluvial,45,34,25,7.5,33,76,26,1668,Kharif,Wheat,Potato,86,Medium,22.41,0.417
Coimbatore,Tamil Nadu,12.5384,80.4284,Sandy,56,32,39,8.2,20,84,30,1246,Kharif,Cotton,Cauliflower,114,High,9.75,0.497
Pune,Maharashtra,16.1482,77.3557,Sandy,43,40,33,8.8,20,41,32,182,Zaid,Fallow,Tomato,99,Medium,13.29,0.745
Nellore,Andhra Pradesh,13.8092,79.653,Alluvial,65,22,22,7.8,20,74,34,882,Kharif,Brinjal,Potato,106,Medium,21.18,0.289
Allahabad,Uttar Pradesh,25.3876,80.9774,Clay,71,33,65,6.1,20,41,19,309,Rabi,Cabbage,Potato,81,Medium,36.2,0.33
Kolkata,West Bengal,24.2469,88.038,Alluvial,71,56,65,8.0,23,93,26,1156,Kharif,Soybean,Tomato,118,Medium,65.71,0.426
Ujjain,Madhya Pradesh,21.0141,81.2989,Alluvial,44,19,26,7.2,33,77,33,1658,Kharif,Cotton,Maize,100,Medium,5.49,0.447
Patna,Bihar,25.5554,85.4452,Alluvial,66,52,22,8.0,20,65,13,581,Rabi,Wheat,Tomato,113,Medium,26.94,0.633
Indore,Madhya Pradesh,25.6098,77.362,Mountain,78,33,36,6.6,20,63,15,483,Rabi,Rice,Onion,150,Medium,16.26,0.204
Bhagalpur,Bihar,24.0497,87.5343,Loamy,27,60,58,7.3,20,63,19,466,Rabi,Mustard,Potato,80,Medium,36.46,0.371
Bathinda,Punjab,30.1102,75.744,Alluvial,42,33,39,7.1,33,93,27,1693,Kharif,Wheat,Cabbage,107,High,28.33,0.371
Surat,Gujarat,21.9785,74.2465,Sandy,47,23,47,9.0,20,94,31,1031,Kharif,Wheat,Groundnut,100,Low,1.53,0.456
Siliguri,West Bengal,24.192,87.7323,Black,24,50,65,7.6,44,93,31,1855,Kharif,Brinjal,Maize,97,Medium,8.59,0.356
Nellore,Andhra Pradesh,15.2268,82.8108,Alluvial,58,15,68,6.8,20,46,21,475,Rabi,Brinjal,Sugarcane,309,Very High,57.8,0.33
Vadodara,Gujarat,20.5151,73.5808,Sandy,73,11,26,8.4,20,54,16,557,Rabi,Maize,Tomato,102,Medium,27.81,0.567
Jalandhar,Punjab,29.5303,74.3324,Alluvial,72,19,42,7.1,20,59,36,230,Zaid,Wheat,Cabbage,80,High,15.17,0.373
Mumbai,Maharashtra,17.3136,80.2034,Mountain,48,30,30,5.8,20,35,41,159,Zaid,Groundnut,Tomato,120,Medium,22.71,0.736
Salem,Tamil Nadu,9.8854,79.2612,Alluvial,53,45,43,7.5,20,44,23,490,Rabi,Cabbage,Groundnut,95,Low,1.99,0.371
Kurnool,Andhra Pradesh,14.8735,84.1153,Alluvial,35,27,65,7.2,35,92,34,1773,Kharif,Cotton,Soybean,116,Medium,2.22,0.574
Patna,Bihar,24.3212,85.8872,Black,43,29,61,7.5,20,42,24,505,Rabi,Rice,Wheat,176,Medium,4.57,0.301
Kolkata,West Bengal,24.783,86.7966,Loamy,66,13,52,6.9,20,60,17,468,Rabi,Onion,Wheat,166,Medium,5.63,0.226
Darbhanga,Bihar,26.2817,85.6017,Clay,45,22,31,6.8,33,82,26,1375,Kharif,Cabbage,Potato,117,Medium,38.02,0.341
Durgapur,West Bengal,26.4932,87.9506,Red,55,58,16,6.5,20,70,10,376,Rabi,Maize,Cauliflower,87,High,17.97,0.407
Faridabad,Haryana,29.727,77.0681,Sandy,22,22,21,8.6,29,88,33,1851,Kharif,Wheat,Groundnut,105,Low,1.41,0.407
Gwalior,Madhya Pradesh,26.2112,78.4106,Alluvial,60,45,32,6.9,28,89,33,1420,Kharif,Chilli,Wheat,152,Medium,3.33,0.616
Bhopal,Madhya Pradesh,24.1491,79.9544,Black,29,36,59,7.5,43,94,31,1827,Kharif,Fallow,Wheat,159,Medium,3.85,0.582
Allahabad,Uttar Pradesh,27.8546,79.2931,Black,31,35,39,7.6,20,60,31,110,Zaid,Tomato,Soybean,119,Medium,2.55,0.464
Mangaluru,Karnataka,14.5419,76.3753,Alluvial,55,35,21,7.6,39,95,32,1988,Kharif,Potato,Mustard,119,Low,1.22,0.483
Thrissur,Kerala,10.2769,76.9208,Alluvial,51,11,36,7.4,20,40,21,412,Rabi,Cotton,Soybean,102,Medium,2.09,0.578
Pune,Maharashtra,16.1749,78.8174,Black,22,56,46,8.0,23,80,29,971,Kharif,Wheat,Soybean,117,Medium,4.6,0.302
Surat,Gujarat,23.2334,70.2476,Black,46,21,57,7.4,20,41,31,368,Zaid,Tomato,Wheat,124,Medium,3.48,0.43
Chennai,Tamil Nadu,10.3904,79.4489,Sandy,30,48,49,8.8,20,60,44,210,Zaid,Maize,Cabbage,107,High,11.26,0.8
Chennai,Tamil Nadu,13.2053,77.7771,Black,46,13,40,8.4,20,42,37,220,Zaid,Cotton,Wheat,143,Medium,1.79,0.734
Gwalior,Madhya Pradesh,22.6485,80.7519,Sandy,78,32,20,8.6,20,42,30,361,Zaid,Maize,Groundnut,117,Low,1.55,0.319
Hubballi,Karnataka,14.9489,75.4705,Alluvial,31,33,54,6.8,35,93,33,1774,Kharif,Brinjal,Cauliflower,95,High,17.39,0.8
Ajmer,Rajasthan,27.4932,70.7299,Sandy,64,16,32,8.3,20,53,33,258,Zaid,Wheat,Cabbage,81,High,10.87,0.8
Nagpur,Maharashtra,17.9925,73.5894,Sandy,73,23,23,8.2,20,86,38,983,Kharif,Mustard,Cabbage,119,High,10.57,0.642
Hyderabad,Telangana,16.4856,80.9742,Clay,25,22,61,6.3,20,69,25,202,Rabi,Fallow,Tomato,98,Medium,43.67,0.433
Bhopal,Madhya Pradesh,21.513,77.7181,Sandy,65,44,20,7.5,20,53,36,112,Zaid,Mustard,Potato,88,Medium,13.15,0.647
Indore,Madhya Pradesh,23.1831,77.6622,Sandy,26,13,56,7.9,20,49,21,299,Rabi,Soybean,Tomato,96,Medium,19.6,0.498
Udaipur,Rajasthan,28.6946,70.9883,Loamy,50,50,26,7.5,34,71,22,1737,Kharif,Rice,Wheat,132,Medium,5.41,0.425
Rajkot,Gujarat,21.0935,71.3378,Alluvial,47,32,42,6.6,20,41,22,573,Rabi,Chilli,Rice,133,High,6.28,0.202
Kochi,Kerala,8.7588,77.4256,Alluvial,45,17,29,7.8,20,64,26,342,Rabi,Cabbage,Groundnut,114,Low,2.18,0.632
Indore,Madhya Pradesh,22.6484,81.0773,Laterite,37,18,61,5.7,20,47,36,138,Zaid,Cotton,Mustard,116,Low,0.68,0.602
Vadodara,Gujarat,20.3833,69.9891,Black,70,49,29,7.9,20,59,36,330,Zaid,Groundnut,Rice,118,High,5.61,0.504
Visakhapatnam,Andhra Pradesh,17.3636,81.3055,Black,23,26,70,7.5,20,52,21,233,Rabi,Onion,Rice,94,High,4.5,0.187
Karnal,Haryana,29.3563,76.5987,Alluvial,30,14,34,7.4,20,44,33,376,Zaid,Rice,Cotton,158,Low,2.0,0.503
Kolkata,West Bengal,25.3703,86.0033,Alluvial,53,53,43,7.4,30,73,20,1503,Kharif,Potato,Maize,88,Medium,5.81,0.277
Visakhapatnam,Andhra Pradesh,17.1825,83.0863,Alluvial,39,38,18,7.1,20,54,35,124,Zaid,Fallow,Mustard,112,Low,0.66,0.604
Amritsar,Punjab,31.0066,74.1926,Mountain,31,44,22,6.6,20,51,20,589,Rabi,Potato,Cabbage,89,High,40.61,0.259
Thiruvananthapuram,Kerala,9.2714,74.5887,Sandy,43,17,28,7.8,20,77,32,1083,Kharif,Cotton,Potato,88,Medium,15.26,0.336
Pune,Maharashtra,20.3802,74.9089,Loamy,53,43,51,7.0,20,53,17,367,Rabi,Onion,Chilli,131,Medium,1.73,0.564
Ujjain,Madhya Pradesh,22.5707,81.7901,Alluvial,24,38,26,6.7,20,55,37,144,Zaid,Cauliflower,Wheat,163,Medium,3.61,0.516
Karnal,Haryana,29.9206,76.8538,Alluvial,63,17,40,6.9,20,66,20,254,Rabi,Rice,Soybean,94,Medium,2.0,0.53
Vadodara,Gujarat,23.3281,69.9555,Black,69,22,61,8.5,20,30,33,177,Zaid,Rice,Maize,106,Medium,3.56,0.42
Mysuru,Karnataka,12.9855,77.3908,Black,47,36,41,7.2,20,51,25,549,Rabi,Maize,Soybean,104,Medium,3.83,0.379
Siliguri,West Bengal,25.8506,86.4083,Alluvial,25,17,25,7.0,21,89,28,1066,Kharif,Groundnut,Soybean,115,Medium,3.45,0.418
Kochi,Kerala,12.1705,75.3384,Sandy,75,48,69,8.2,20,47,24,309,Rabi,Soybean,Cabbage,85,High,20.29,0.484
Chennai,Tamil Nadu,11.2903,78.2417,Sandy,75,40,19,7.6,20,49,23,299,Rabi,Wheat,Cabbage,80,High,16.32,0.494
Patna,Bihar,27.2243,85.4157,Sandy,30,43,62,8.6,20,84,25,1204,Kharif,Fallow,Onion,121,Medium,13.28,0.365
Gurugram,Haryana,28.932,76.5041,Red,53,12,40,5.8,22,94,28,1378,Kharif,Wheat,Maize,100,Medium,6.44,0.202
Berhampur,Odisha,22.1954,83.7046,Alluvial,26,35,43,7.2,20,33,40,143,Zaid,Mustard,Groundnut,94,Low,1.03,0.517
Karnal,Haryana,30.3285,76.7058,Sandy,36,59,36,7.7,20,58,13,293,Rabi,Brinjal,Cabbage,117,High,14.09,0.27
Khammam,Telangana,16.887,77.0417,Red,48,18,57,6.5,20,50,35,136,Zaid,Maize,Chilli,123,Medium,1.65,0.484
Patna,Bihar,27.4651,85.6284,Alluvial,46,11,56,7.2,20,46,13,583,Rabi,Chilli,Cauliflower,115,High,18.92,0.418
Amritsar,Punjab,30.1865,76.0519,Mountain,69,35,31,5.7,20,32,35,203,Zaid,Brinjal,Onion,123,Medium,10.41,0.429
Lucknow,Uttar Pradesh,25.209,79.6724,Red,39,47,34,6.7,20,54,20,578,Rabi,Cabbage,Groundnut,90,Low,1.46,0.316
Karimnagar,Telangana,18.5783,79.1144,Alluvial,43,49,61,6.9,20,91,29,1009,Kharif,Chilli,Cauliflower,108,High,31.26,0.417
Nagpur,Maharashtra,16.2722,79.2793,Red,29,18,59,5.7,20,59,18,231,Rabi,Brinjal,Chilli,147,Medium,1.8,0.446
Patiala,Punjab,30.8051,74.9259,Black,71,40,65,7.3,20,65,18,501,Rabi,Maize,Sugarcane,354,Very High,68.72,0.524
Agra,Uttar Pradesh,27.6891,78.8716,Sandy,35,53,53,8.6,20,54,18,293,Rabi,Tomato,Potato,109,Medium,14.68,0.609
Khammam,Telangana,17.1459,79.58,Red,76,47,63,6.7,20,51,33,175,Zaid,Tomato,Groundnut,104,Low,1.81,0.525
Howrah,West Bengal,23.7208,88.8248,Clay,59,15,41,6.9,20,46,39,389,Zaid,Fallow,Rice,110,High,2.93,0.395
Bardhaman,West Bengal,24.5535,86.0562,Alluvial,76,60,37,7.7,27,70,27,1374,Kharif,Mustard,Cotton,171,Low,3.09,0.719
Rajkot,Gujarat,22.0345,69.789,Alluvial,67,27,56,7.2,20,58,35,272,Zaid,Cotton,Chilli,125,Medium,1.48,0.608
Mysuru,Karnataka,12.7399,75.8011,Black,50,36,56,8.0,25,92,28,1071,Kharif,Wheat,Sugarcane,320,Very High,90.05,0.368
Thiruvananthapuram,Kerala,12.304,74.5044,Red,26,23,48,6.6,28,71,34,1807,Kharif,Wheat,Maize,97,Medium,3.48,0.32
Nizamabad,Telangana,16.9391,77.7302,Sandy,32,18,37,8.4,20,50,37,195,Zaid,Maize,Cauliflower,120,High,7.8,0.8
Pune,Maharashtra,17.3375,77.7803,Black,69,27,37,8.3,20,51,42,304,Zaid,Wheat,Rice,150,High,2.04,0.8
Berhampur,Odisha,22.3329,81.5985,Sandy,22,35,22,8.7,29,84,35,1871,Kharif,Chilli,Groundnut,120,Low,1.41,0.599
Durgapur,West Bengal,25.1964,86.2223,Alluvial,79,55,65,7.2,20,56,33,197,Zaid,Chilli,Tomato,120,Medium,37.9,0.486
Ahmedabad,Gujarat,21.8779,71.8701,Red,22,33,32,6.7,20,60,19,437,Rabi,Fallow,Brinjal,145,Medium,22.21,0.367
Gaya,Bihar,26.4925,84.7116,Sandy,22,46,45,7.6,20,48,30,157,Zaid,Brinjal,Groundnut,120,Low,1.04,0.562
Allahabad,Uttar Pradesh,29.8689,82.8908,Alluvial,55,14,17,7.4,20,43,26,361,Zaid,Potato,Soybean,93,Medium,2.7,0.445
Guntur,Andhra Pradesh,14.6714,77.8365,Sandy,67,33,62,8.0,20,37,42,290,Zaid,Onion,Potato,93,Medium,13.8,0.687
Cuttack,Odisha,22.2498,87.2265,Sandy,68,50,57,8.0,20,64,15,461,Rabi,Mustard,Brinjal,129,Medium,11.99,0.343
Kozhikode,Kerala,8.5809,76.9522,Black,74,54,58,8.3,25,79,33,1075,Kharif,Groundnut,Sugarcane,341,Very High,81.2,0.445
Vadodara,Gujarat,20.1534,72.4025,Sandy,78,32,23,7.6,20,40,22,341,Rabi,Groundnut,Tomato,95,Medium,27.21,0.726
Patiala,Punjab,31.6833,74.1088,Black,21,32,65,7.4,31,93,28,1293,Kharif,Onion,Wheat,169,Medium,6.0,0.217
Karimnagar,Telangana,16.3725,79.9831,Alluvial,60,48,50,7.8,25,80,36,1251,Kharif,Onion,Potato,93,Medium,28.7,0.52
Jodhpur,Rajasthan,29.6179,69.8686,Mountain,21,13,45,5.9,20,43,16,551,Rabi,Fallow,Wheat,165,Medium,4.24,0.33
Siliguri,West Bengal,23.8241,88.9007,Sandy,58,29,26,8.9,20,55,36,265,Zaid,Maize,Tomato,108,Medium,15.75,0.786
Nagpur,Maharashtra,16.9517,78.3259,Black,60,29,27,7.4,20,46,17,541,Rabi,Chilli,Cotton,165,Low,2.11,0.426
Mangaluru,Karnataka,18.3928,77.4529,Sandy,46,33,42,8.5,21,74,38,1318,Kharif,Groundnut,Brinjal,149,Medium,15.57,0.634
Darbhanga,Bihar,26.5407,84.8626,Sandy,64,53,40,8.5,20,44,14,264,Rabi,Wheat,Soybean,96,Medium,1.23,0.8
Rohtak,Haryana,29.0399,77.4235,Red,39,31,44,5.7,28,81,28,1789,Kharif,Potato,Maize,86,Medium,6.66,0.378
Rohtak,Haryana,29.1078,76.348,Black,68,42,22,7.4,20,49,16,256,Rabi,Chilli,Wheat,153,Medium,4.2,0.252
Jaipur,Rajasthan,29.7931,69.9758,Sandy,71,57,26,7.9,20,37,35,225,Zaid,Rice,Onion,125,Medium,12.62,0.461
Bhagalpur,Bihar,27.1823,83.5356,Black,48,51,28,8.1,20,52,35,326,Zaid,Cabbage,Soybean,118,Medium,1.84,0.47
Cuttack,Odisha,20.3785,87.396,Alluvial,57,30,66,6.8,20,52,35,114,Zaid,Onion,Maize,102,Medium,3.88,0.406
Khammam,Telangana,16.9787,77.7196,Black,66,27,66,8.2,40,82,36,1685,Kharif,Cabbage,Cotton,159,Low,3.38,0.538
Bhavnagar,Gujarat,23.323,69.6788,Laterite,31,53,19,5.1,37,73,27,1852,Kharif,Rice,Sugarcane,348,Very High,76.69,0.434
Berhampur,Odisha,18.5479,84.1998,Sandy,75,18,34,7.7,20,55,34,355,Zaid,Sugarcane,Mustard,121,Low,0.76,0.402
Mumbai,Maharashtra,17.7258,78.2131,Black,67,40,28,8.0,32,87,37,1355,Kharif,Maize,Wheat,128,Medium,4.46,0.487
Siliguri,West Bengal,22.3617,88.8384,Sandy,22,21,40,8.8,24,80,35,1555,Kharif,Onion,Cauliflower,114,High,8.01,0.677
Varanasi,Uttar Pradesh,28.8667,83.5101,Sandy,30,41,15,7.5,26,86,21,1655,Kharif,Brinjal,Mustard,118,Low,1.05,0.241
Bhavnagar,Gujarat,21.0666,73.4179,Sandy,40,42,21,8.8,20,50,17,519,Rabi,Potato,Brinjal,122,Medium,15.24,0.385
Patiala,Punjab,29.5817,74.0656,Sandy,56,37,30,8.0,20,49,31,198,Zaid,Cabbage,Potato,83,Medium,16.22,0.52
Bathinda,Punjab,30.6559,76.0173,Clay,20,57,28,6.4,20,43,27,123,Zaid,Maize,Wheat,164,Medium,3.84,0.211
Gwalior,Madhya Pradesh,25.2415,79.9917,Black,42,45,65,7.5,20,33,29,247,Zaid,Mustard,Wheat,177,Medium,5.15,0.443
Kolkata,West Bengal,23.9974,86.9846,Alluvial,65,14,52,6.5,21,90,34,1058,Kharif,Cotton,Mustard,132,Low,1.41,0.448
Agra,Uttar Pradesh,24.2893,81.2597,Alluvial,67,10,34,6.8,20,43,23,379,Rabi,Mustard,Onion,130,Medium,23.2,0.339
Cuttack,Odisha,18.3499,81.9738,Laterite,57,19,29,5.5,20,54,29,330,Rabi,Wheat,Rice,132,High,4.36,0.326
Jodhpur,Rajasthan,25.1914,77.1994,Laterite,39,22,67,5.2,20,53,19,546,Rabi,Tomato,Brinjal,128,Medium,21.72,0.398
Sambalpur,Odisha,21.2742,86.9778,Sandy,62,29,21,8.9,20,69,15,359,Rabi,Wheat,Cabbage,106,High,15.74,0.318
